genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.337	BDI_0339	VBIParDis29947_0337	A6L8W0	387349	387951	-	603		Transcriptional regulator, AcrR family	FIG00554417	PLF_375288_00001831	PGF_00058904			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.338	BDI_0340	VBIParDis29947_0338	A6L8W1	388263	389168	+	906		Transcriptional regulator, AraC family	FIG00510130	PLF_375288_00002172	PGF_00386509			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.339	BDI_0341	VBIParDis29947_0339	A6L8W2	389163	389657	-	495		FIG00897219: hypothetical protein	FIG00897218	PLF_375288_00002750	PGF_00083877			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.340	BDI_0342	VBIParDis29947_0340	A6L8W3	389884	390972	+	1089		Integral membrane protein	FIG01956050	PLF_375288_00001496	PGF_00014477			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.341	BDI_0343	VBIParDis29947_0341	A6L8W4	391215	392105	+	891		hypothetical protein	FIG01471707	PLF_375288_00001219	PGF_00251055			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.342	BDI_0344	VBIParDis29947_0342	A6L8W5	392245	392880	+	636		hypothetical protein	FIG00896459	PLF_375288_00001461	PGF_00282950			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.343	BDI_0346	VBIParDis29947_0343	A6L8W6	393520	394854	+	1335		outer membrane efflux protein	FIG00936847	PLF_375288_00002663	PGF_00402047			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.344	BDI_0347	VBIParDis29947_0344	A6L8W7	394902	396152	+	1251		ABC transporter, permease protein	FIG01311360	PLF_375288_00000554	PGF_00004836			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.345	BDI_0348	VBIParDis29947_0345	A6L8W8	396165	398540	+	2376		hypothetical protein	FIG00936018	PLF_375288_00002596	PGF_00098878			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.346	BDI_0349	VBIParDis29947_0346	A6L8W9	398558	400885	+	2328		ABC transporter, permease protein	FIG00897058	PLF_375288_00003073	PGF_00005020			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.347	BDI_0350	VBIParDis29947_0347	A6L8X0	400995	402044	-	1050		Choloylglycine hydrolase (EC 3.5.1.24)	FIG01422383	PLF_375288_00001549	PGF_00417799	GO:0045302|choloylglycine hydrolase activity	3.5.1.24|Choloylglycine hydrolase	00120|Primary bile acid biosynthesis;00121|Secondary bile acid biosynthesis
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.348	BDI_0351	VBIParDis29947_0348	A6L8X1	402314	403285	+	972		Uncharacterized Fe-S cluster protein	FIG00459778	PLF_375288_00001940	PGF_00064546			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.349	BDI_0352	VBIParDis29947_0349	A6L8X2	403405	404007	+	603		Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)	FIG00000273	PLF_375288_00001010	PGF_00048480		2.5.1.9|Riboflavin synthase	00740|Riboflavin metabolism
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.350	BDI_0353	VBIParDis29947_0350	A6L8X3	404209	405123	+	915		DnaJ-class molecular chaperone CbpA	FIG00027226	PLF_375288_00000181	PGF_00423704	GO:0006457|protein folding;GO:0031072|heat shock protein binding;GO:0051082|unfolded protein binding		
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.351	BDI_0354	VBIParDis29947_0351	A6L8X4	405137	405454	+	318		hypothetical protein	FIG01425271	PLF_375288_00001245	PGF_00158272			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.352	BDI_0356	VBIParDis29947_0352	A6L8X5	405770	407098	-	1329		MATE efflux family protein	FIG00638284	PLF_375288_00000763	PGF_00018171			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.353	BDI_0357	VBIParDis29947_0353	A6L8X6	407151	408521	-	1371		Ribonuclease BN	FIG00136522	PLF_375288_00001011	PGF_00048504			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.354	BDI_0359	VBIParDis29947_0354	A6L8X8	409312	410835	+	1524		HtrA protease/chaperone protein	FIG00003002	PLF_375288_00000691	PGF_00012441			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.355	BDI_0360	VBIParDis29947_0355	A6L8X9	410975	411835	+	861		RNA polymerase sigma factor RpoD	FIG00038814	PLF_375288_00001322	PGF_00046326	GO:0003677|DNA binding;GO:0003700|transcription factor activity;GO:0006352|transcription initiation;GO:0016987|sigma factor activity;GO:0030528|transcription regulator activity;GO:0045449|regulation of transcription		
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.356	BDI_0361	VBIParDis29947_0356	A6L8Y0	411944	413416	+	1473		hypothetical protein	FIG00898823	PLF_375288_00002584	PGF_00183174			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.357	BDI_0362	VBIParDis29947_0357	A6L8Y1	413534	415111	+	1578		Mucin-desulfating sulfatase	FIG00016566	PLF_375288_00000114	PGF_00022852			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.358	BDI_0368	VBIParDis29947_0358	A6L8Y2	421258	422082	+	825		Xylanase	FIG00013923	PLF_375288_00001194	PGF_00067010			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.359	BDI_0369	VBIParDis29947_0359	A6L8Y3	422289	424601	+	2313		Periplasmic beta-glucosidase (EC 3.2.1.21)	FIG00031759	PLF_375288_00002330	PGF_00030930	GO:0008422|beta-glucosidase activity	3.2.1.21|Beta-glucosidase	00460|Cyanoamino acid metabolism;00500|Starch and sucrose metabolism;00940|Phenylpropanoid biosynthesis
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.360	BDI_0371	VBIParDis29947_0360	A6L8Y5	425126	425845	-	720		Cell wall endopeptidase, family M23/M37	FIG00896970	PLF_375288_00001548	PGF_00417230			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.361	BDI_0372	VBIParDis29947_0361	A6L8Y6	426371	426673	+	303		hypothetical protein	FIG00898747	PLF_375288_00002648	PGF_00377971			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.362	BDI_0373	VBIParDis29947_0362	A6L8Y7	426923	427918	+	996		TRAP-type C4-dicarboxylate transport system, periplasmic component	FIG00016663	PLF_375288_00002391	PGF_00055833			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.363	BDI_0374	VBIParDis29947_0363	A6L8Y8	427902	428372	+	471		TRAP-type transport system, small permease component, predicted N-acetylneuraminate transporter	FIG00012531	PLF_375288_00002795	PGF_00359812			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.364	BDI_0375	VBIParDis29947_0364	A6L8Y9	428385	429683	+	1299		TRAP-type C4-dicarboxylate transport system, large permease component	FIG00006463	PLF_375288_00002390	PGF_00055820			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.365	BDI_0376	VBIParDis29947_0365	A6L8Z0	429862	431040	-	1179		Mannonate dehydratase (EC 4.2.1.8)	FIG00060024	PLF_375288_00000264	PGF_00019272	GO:0008927|mannonate dehydratase activity	4.2.1.8|Mannonate dehydratase	00040|Pentose and glucuronate interconversions
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.366	BDI_0377	VBIParDis29947_0366	A6L8Z1	431115	431927	-	813		D-mannonate oxidoreductase (EC 1.1.1.57)	FIG00001516	PLF_375288_00002213	PGF_00421006	GO:0008866|fructuronate reductase activity	1.1.1.57|Fructuronate reductase	00040|Pentose and glucuronate interconversions
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.367	BDI_0378	VBIParDis29947_0367	A6L8Z2	431927	432988	-	1062		hypothetical protein	FIG01377158	PLF_375288_00001957	PGF_00324242			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.368	BDI_0379	VBIParDis29947_0368	A6L8Z3	433023	433514	-	492		FIG00896426: hypothetical protein	FIG00896425	PLF_375288_00002684	PGF_00135519			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.369		VBIParDis29947_0369		433513	433728	+	216		FIG00898607: hypothetical protein	FIG00898604	PLF_375288_00003045	PGF_02734659			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.370	BDI_0380	VBIParDis29947_0370	A6L8Z4	434056	435162	+	1107		RND efflux system, membrane fusion protein	FIG00229283	PLF_375288_00001000	PGF_00046671			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.371	BDI_0381	VBIParDis29947_0371	A6L8Z5	435248	435619	+	372		AcrB/AcrD family multidrug resistance protein	FIG00937113	PLF_375288_00000212	PGF_00029431			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.372	BDI_0382	VBIParDis29947_0372	A6L8Z6	435626	438439	+	2814		AcrB/AcrD family multidrug resistance protein	FIG00034851	PLF_375288_00000212	PGF_00029431			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.373	BDI_0383	VBIParDis29947_0373	A6L8Z7	438443	439834	+	1392		Outer membrane protein oprM	FIG01347226	PLF_375288_00000869	PGF_00028343			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.374	BDI_0384	VBIParDis29947_0374	A6L8Z8	439944	440624	+	681		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (EC 2.3.1.129)	FIG00000508	PLF_375288_00000560	PGF_00033728	GO:0008780|acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity	2.3.1.129|Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	00540|Lipopolysaccharide biosynthesis
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.375	BDI_0385	VBIParDis29947_0375	A6L8Z9	440808	441269	+	462		hypothetical protein	FIG00638284	PLF_375288_00002856	PGF_00249891			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.376	BDI_0386	VBIParDis29947_0376	A6L900	441398	441622	+	225		integrase		PLF_375288_00001879	PGF_00177715			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.377	BDI_0387	VBIParDis29947_0377	A6L901	441750	441881	+	132		Capsular polysaccharide transcription antitermination protein, UpxY family	FIG00037943	PLF_375288_00001481	PGF_00416359			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.378	BDI_0388	VBIParDis29947_0378	A6L902	441903	442697	+	795		hypothetical protein	FIG00638284	PLF_375288_00005432	PGF_00240703			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.379	BDI_0389	VBIParDis29947_0379	A6L903	442775	443716	-	942		Malate dehydrogenase (EC 1.1.1.37)	FIG00000455	PLF_375288_00000768	PGF_00018952	GO:0030060|L-malate dehydrogenase activity	1.1.1.37|Malate dehydrogenase	00020|Citrate cycle (TCA cycle);00620|Pyruvate metabolism;00630|Glyoxylate and dicarboxylate metabolism;00680|Methane metabolism;00710|Carbon fixation in photosynthetic organisms;00720|Reductive carboxylate cycle (CO2 fixation)
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.380	BDI_0390	VBIParDis29947_0380	A6L904	443989	446766	+	2778		SusC, outer membrane protein involved in starch binding	FIG00010771	PLF_375288_00001711	PGF_00055355			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.381	BDI_0391	VBIParDis29947_0381	A6L905	446779	448404	+	1626		SusD, outer membrane protein	FIG00005860	PLF_375288_00001387	PGF_00055357			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.382	BDI_0392	VBIParDis29947_0382	A6L906	448456	449640	-	1185		23S rRNA (cytosine(1962)-C(5))-methyltransferase (EC 2.1.1.191)	FIG00004612	PLF_375288_00000542	PGF_00415346		2.1.1.191|23S rRNA (cytosine(1962)-C(5))-methyltransferase	
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.383	BDI_0393	VBIParDis29947_0383	A6L907	449641	450222	-	582		3'-5' exonuclease domain protein	FIG00937256	PLF_375288_00000543	PGF_00416352			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.384	BDI_0394	VBIParDis29947_0384	A6L908	450219	450767	-	549		hypothetical protein	FIG00898258	PLF_375288_00001240	PGF_00102310			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.385	BDI_0395	VBIParDis29947_0385	A6L909	450950	452434	+	1485		Ferredoxin-type protein NapG (periplasmic nitrate reductase)	FIG00004074	PLF_375288_00006060	PGF_00004416	GO:0005506|iron ion binding;GO:0006118|electron transport;GO:0009055|electron carrier activity		
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.386	BDI_0396	VBIParDis29947_0386	A6L910	452457	453851	+	1395		Fe-S oxidoreductase	FIG00687982	PLF_375288_00003702	PGF_00004164			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.387	BDI_0397	VBIParDis29947_0387	A6L911	454020	455405	+	1386		Fe-S oxidoreductase	FIG00687982	PLF_375288_00002249	PGF_00004164			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.388	BDI_0398	VBIParDis29947_0388	A6L912	455427	456947	+	1521		Ferredoxin-type protein NapG (periplasmic nitrate reductase)	FIG00004074	PLF_375288_00004234	PGF_00252445	GO:0005506|iron ion binding;GO:0006118|electron transport;GO:0009055|electron carrier activity		
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.389	BDI_0399	VBIParDis29947_0389	A6L913	457104	459626	+	2523		DNA translocase FtsK	FIG00000287	PLF_375288_00000491	PGF_00421899			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.390	BDI_0400	VBIParDis29947_0390	A6L914	459800	460303	+	504		hypothetical protein	FIG00898870	PLF_375288_00002508	PGF_00287714			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.391	BDI_0401	VBIParDis29947_0391	A6L915	460341	461294	+	954		Thioredoxin reductase (EC 1.8.1.9)	FIG00018396	PLF_375288_00001101	PGF_00056792	GO:0004791|thioredoxin-disulfide reductase activity	1.8.1.9|Thioredoxin-disulfide reductase	00240|Pyrimidine metabolism;00450|Selenoamino acid metabolism
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.392	BDI_0402	VBIParDis29947_0392	A6L916	461367	462143	+	777		Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	FIG00002239	PLF_375288_00001565	PGF_00008655	GO:0008889|glycerophosphodiester phosphodiesterase activity	3.1.4.46|Glycerophosphodiester phosphodiesterase	00564|Glycerophospholipid metabolism
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.393	BDI_0403	VBIParDis29947_0393	A6L917	462156	463643	+	1488		COG1649 predicted glycoside hydrolase	FIG01317966	PLF_375288_00000416	PGF_00415498			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.394	BDI_0405	VBIParDis29947_0394	A6L919	464231	466468	+	2238		TonB-dependent outer membrane receptor	FIG01345949	PLF_375288_00001449	PGF_00057150			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.395	BDI_0406	VBIParDis29947_0395	A6L920	466646	466981	+	336		putative heavy-metal binding protein	FIG00896873	PLF_375288_00002848	PGF_00386130			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.396	BDI_0407	VBIParDis29947_0396	A6L921	467234	467677	+	444		RNA polymerase ECF-type sigma factor	FIG00937790	PLF_375288_00000996	PGF_00046245			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.397	BDI_0408	VBIParDis29947_0397	A6L922	467684	468952	+	1269		RNA polymerase ECF-type sigma factor	FIG00937790	PLF_375288_00003878	PGF_00251055			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.398	BDI_0409	VBIParDis29947_0398	A6L923	469008	469781	+	774		FIG00898740: hypothetical protein	FIG00898737	PLF_375288_00002886	PGF_00096706			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.399	BDI_0410	VBIParDis29947_0399	A6L924	469910	470671	+	762		FIG00896976: hypothetical protein	FIG00896974	PLF_375288_00003872	PGF_00264594			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.400	BDI_0411	VBIParDis29947_0400	A6L925	470737	471426	+	690		FIG00897247: hypothetical protein	FIG00897246	PLF_375288_00002710	PGF_00106322			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.401	BDI_0412	VBIParDis29947_0401	A6L926	471460	472026	+	567		FIG00897895: hypothetical protein	FIG00897894	PLF_375288_00003627	PGF_00304268			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.402	BDI_0413	VBIParDis29947_0402	A6L927	472041	472502	+	462	smpB	tmRNA-binding protein SmpB	FIG00000194	PLF_375288_00001306	PGF_00413554			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.403	BDI_0414	VBIParDis29947_0403	A6L928	472509	473468	+	960		hypothetical protein	FIG00897014	PLF_375288_00002641	PGF_00227215			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.404	BDI_0415	VBIParDis29947_0404	A6L929	473461	477153	+	3693		5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)	FIG00000672	PLF_375288_00000547	PGF_00426723	GO:0008705|methionine synthase activity	2.1.1.13|Methionine synthase	00270|Cysteine and methionine metabolism;00670|One carbon pool by folate
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.405	BDI_0416	VBIParDis29947_0405	A6L930	477272	478633	-	1362		hypothetical protein	FIG00896870	PLF_375288_00001734	PGF_00247615			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.406	BDI_0417	VBIParDis29947_0406	A6L931	478863	480374	-	1512		Putative outer membrane protein, probably involved in nutrient binding	FIG01390670	PLF_375288_00001822	PGF_00042542			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.407	BDI_0418	VBIParDis29947_0407	A6L932	480388	483426	-	3039		TonB-dependent receptor	FIG01260980	PLF_375288_00002072	PGF_00057177			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.408		VBIParDis29947_0408		483636	483788	+	153		hypothetical protein	FIG00638284	PLF_375288_00003886	PGF_02734744			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.409	BDI_0420	VBIParDis29947_0409	A6L934	484488	485420	+	933		hypothetical protein	FIG01378859	PLF_375288_00000313	PGF_00177715			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.410	BDI_0421	VBIParDis29947_0410	A6L935	485840	486502	+	663		Capsular polysaccharide transcription antitermination protein, UpxY family	FIG00037943	PLF_375288_00001481	PGF_00416359			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.411	BDI_0423	VBIParDis29947_0411	A6L937	487584	489137	+	1554		UDP-N-acetylglucosamine 4,6-dehydratase (EC 4.2.1.135)	FIG00003715	PLF_375288_00000010	PGF_00063986		4.2.1.135|UDP-N-acetylglucosamine 4,6-dehydratase (configuration-retaining)	
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.412	BDI_0424	VBIParDis29947_0412	A6L938	489173	489601	+	429		hypothetical protein	FIG00898415	PLF_375288_00000088	PGF_00111500			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.413	BDI_0425	VBIParDis29947_0413	A6L939	489652	490449	+	798		Polysaccharide export outer membrane protein	FIG01335187	PLF_375288_00000097	PGF_00034919			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.414	BDI_0426	VBIParDis29947_0414	A6L940	490480	492927	+	2448		Tyrosine-protein kinase Wzc (EC 2.7.10.2)	FIG00006955	PLF_375288_00000076	PGF_00063892		2.7.10.2|Non-specific protein-tyrosine kinase	04660|T cell receptor signaling pathway
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.415	BDI_0427	VBIParDis29947_0415	A6L941	492934	494220	+	1287		4-keto-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier) aminotransferase	FIG00002354	PLF_375288_00004318	PGF_00424483			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.416	BDI_0428	VBIParDis29947_0416	A6L942	494236	494886	+	651		Lipid carrier : UDP-N-acetylgalactosaminyltransferase (EC 2.4.1.-)	FIG01955850	PLF_375288_00003371	PGF_00017101		2.4.1.-|Hexosyltransferases.	00051|Fructose and mannose metabolism;00512|O-Glycan biosynthesis;00513|High-mannose type N-glycan biosynthesis;00522|Biosynthesis of 12-, 14- and 16-membered macrolides;00540|Lipopolysaccharide biosynthesis;00550|Peptidoglycan biosynthesis;00561|Glycerolipid metabolism;00563|Glycosylphosphatidylinositol(GPI)-anchor biosynthesis;00600|Sphingolipid metabolism;00601|Glycosphingolipid biosynthesis - lacto and neolacto series;00603|Glycosphingolipid biosynthesis - globo series;00604|Glycosphingolipid biosynthesis - ganglio series;00906|Carotenoid biosynthesis;00908|Zeatin biosynthesis;00941|Flavonoid biosynthesis;00942|Anthocyanin biosynthesis;00944|Flavone and flavonol biosynthesis;00945|Stilbenoid, diarylheptanoid and gingerol biosynthesis;00965|Betalain biosynthesis;01051|Biosynthesis of ansamycins;01057|Biosynthesis of type II polyketide products
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.417	BDI_0430	VBIParDis29947_0417	A6L944	495410	496345	+	936		D-cysteine desulfhydrase (EC 4.4.1.15)	FIG00019883	PLF_375288_00004340	PGF_00420919	GO:0019148|D-cysteine desulfhydrase activity	4.4.1.15|D-cysteine desulfhydrase	00270|Cysteine and methionine metabolism
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.418	BDI_0431	VBIParDis29947_0418	A6L945	496348	497325	+	978		hypothetical protein	FIG00000111	PLF_375288_00004559	PGF_00375436			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.419	BDI_0432	VBIParDis29947_0419	A6L946	497338	498429	+	1092		putative hexapeptide transferase family protein	FIG00896882	PLF_375288_00006800	PGF_00407267			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.420	BDI_0433	VBIParDis29947_0420	A6L947	498466	499542	+	1077		hypothetical protein	FIG01328800	PLF_375288_00006767	PGF_00330810			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.421	BDI_0434	VBIParDis29947_0421	A6L948	499557	500558	+	1002		hypothetical protein	FIG00896882	PLF_375288_00010297	PGF_00290817			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.422	BDI_0435	VBIParDis29947_0422	A6L949	500571	501797	+	1227		FIG00897165: hypothetical protein	FIG00897164	PLF_375288_00007069	PGF_00109221			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.423	BDI_0436	VBIParDis29947_0423	A6L950	501802	503049	+	1248		capA protein, putative	FIG00898995	PLF_375288_00007208	PGF_00304399			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.424	BDI_0437	VBIParDis29947_0424	A6L951	503046	504194	+	1149		putative glycosyltransferase - possibly involved in cell wall localization and side chain formation of rhamnose-glucose polysaccharide	FIG00011380	PLF_375288_00007070	PGF_00246513			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.425	BDI_0438	VBIParDis29947_0425	A6L952	504250	505476	+	1227		hypothetical protein	FIG00898998	PLF_375288_00010320	PGF_00152469			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.426	BDI_0439	VBIParDis29947_0426	A6L953	505519	506394	+	876		Glycosyltransferase	FIG00007960	PLF_375288_00009913	PGF_00009822			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.427	BDI_0440	VBIParDis29947_0427	A6L954	506459	507871	+	1413		Membrane protein involved in the export of O-antigen, teichoic acid lipoteichoic acids	FIG01318398	PLF_375288_00004386	PGF_00020008	GO:0000271|polysaccharide biosynthetic process;GO:0016020|membrane		
